ID	Ubication	Level	Zone
AB1942	c20k2	Medium	C
AB1959	c20k3	Medium	C
AB1987	c20k4	Medium	C
AB2004	c20k5	Medium	C
AB2012	c20k6	Medium	C
AB2013	c20k7	Medium	C
AB2014	c20k8	Medium	C
AB2015	c20k9	Medium	C
AB2019	c20k10	Medium	C
AB2020	c20k11	Medium	C
AB2029	c20k12	Medium	C
AB2031	c20k13	Medium	C
AB2042	c20k14	Medium	C
AB2046	c20k15	Medium	C
AB2048	c20k16	Medium	C
AB2051	c20k17	Medium	C
AB2052	c20k18	Medium	C
AB2057	c20k19	Medium	C
AB2061	c20k20	Medium	C
AB2067	c20k21	Medium	C
AB2079	c20k22	Medium	C
AB2083	c20k23	Medium	C
AB2086	c20k24	Medium	C
AB2087	c20k25	Medium	C
AB2091	c20k26	Medium	C
AB2096	c20k27	Medium	C
AB2106	c20k28	Medium	C
AB2109	c20k29	Medium	C
AB2112	c20k30	Medium	C
AB2113	c20k31	Medium	C
AB2125	c20k32	Medium	C
AB2127	c20k33	Medium	C
AB2138	c20k34	Medium	C
AB2140	c20k35	Medium	C
AB2154	c20k36	Medium	C
AB2176	c20k37	Medium	C
AB2177	c20k38	Medium	C
AB2179	c20k39	Medium	C
AB2180	c20k40	Medium	C
AB2185	c20k41	Medium	C
AB2191	c20k42	Medium	C
AB2192	c20k43	Medium	C
AB2197	c20k44	Medium	C
AB2206	c20k45	Medium	C
AB2214	c20k46	Medium	C
AB2222	c20k47	Medium	C
AB2227	c20k48	Medium	C
AB2228	c20k49	Medium	C
AB2238	c20k50	Medium	C
AB2251	c20k51	Medium	C
AB2253	c20k52	Medium	C
AB2256	c20k53	Medium	C
AB2263	c20k54	Medium	C
AB2267	c20k55	Medium	C
AB2272	c20k56	Medium	C
AB2281	c20k57	Medium	C
AB2305	c20k58	Medium	C
AB2307	c20k59	Medium	C
AB2308	c20k60	Medium	C
AB2327	c20k61	Medium	C
AB2334	c20k62	Medium	C
AB2337	c20k63	Medium	C
AB2340	c20k64	Medium	C
AB2352	c20k65	Medium	C
AB2376	c20k66	Medium	C
AB2378	c20k67	Medium	C
AB2379	c20k68	Medium	C
AB2382	c20k69	Medium	C
AB2395	c20k70	Medium	C
AB570	c20k71	Medium	C
AB571	c20k72	Medium	C
AB572	c20k73	Medium	C
AB573	c20k74	Medium	C
AB574	c20k75	Medium	C
AB575	c20k76	Medium	C
AB576	c20k77	Medium	C
AB577	c20k78	Medium	C
AB578	c20k79	Medium	C
AB579	c20k80	Medium	C
AB580	c20k81	Medium	C
AB581	c20k82	Medium	C
AB582	c20k83	Medium	C
AB583	c20k84	Medium	C
AB584	c20k85	Medium	C
AB585	c20k86	Medium	C
AB586	c20k87	Medium	C
AB587	c20k88	Medium	C
AB588	c20k89	Medium	C
AB589	c20k90	Medium	C
AB592	c20k91	Medium	C
AB593	c20k92	Medium	C
AB594	c20k93	Medium	C
AB595	c20k94	Medium	C
AB596	c20k95	Medium	C
AB597	c20k96	Medium	C
AB598	c20k97	Medium	C
AB600	c20k98	Medium	C
AB601	c20k99	Medium	C
AB602	c22k1	Medium	C
AB603	c22k2	Medium	C
AB605	c22k3	Medium	C
AB606	c22k4	Medium	C
AB607	c22k5	Medium	C
AB609	c22k6	Medium	C
AB610	c22k7	Medium	C
AB611	c22k8	Medium	C
AB612	c22k9	Medium	D
AB613	c22k10	Medium	D
AB614	c22k11	Medium	D
AB615	c22k12	Medium	D
AB616	c22k13	Medium	D
AB617	c22k14	Medium	D
AB618	c22k15	Medium	D
AB619	c22k16	Medium	D
AB620	c22k17	Medium	D
AB621	c22k18	Medium	D
AB622	c22k19	Medium	D
AB624	c22k20	Medium	D
AB625	c22k21	Medium	D
AB626	c22k22	Medium	D
AB627	c22k23	Medium	D
AB628	c22k24	Medium	D
AB629	c22k25	Medium	D
AB630	c22k26	Medium	D
AB631	c22k27	Medium	D
AB632	c22k28	Medium	D
AB633	c22k29	Medium	D
AB634	c22k30	Medium	D
AB635	c22k31	Medium	D
AB638	c22k32	Medium	D
AB642	c22k33	Medium	D
AB643	c22k34	Medium	D
AB644	c22k35	Medium	D
AB645	c22k36	Medium	D
AB646	c22k37	Medium	D
AB647	c22k38	Medium	D
AB648	c22k39	Medium	D
AB650	c22k40	Medium	D
AB651	c22k41	Medium	D
AB652	c22k42	Medium	D
AB653	c22k43	Medium	D
AB654	c22k44	Medium	D
AB655	c22k45	Medium	D
AB656	c22k46	Medium	D
AB657	c22k47	Medium	D
AB658	c22k48	Medium	D
AB659	c22k49	Medium	D
AB660	c22k50	Medium	D
AB662	c22k51	Medium	D
AB663	c22k52	Medium	D
AB664	c22k53	Medium	D
AB665	c22k54	Medium	D
AB666	c22k55	Medium	D
AB667	c22k56	Medium	D
AB668	c22k57	Medium	D
AB671	c22k58	Medium	D
AB672	c22k59	Medium	D
AB673	c22k60	Medium	D
AB674	c22k61	Medium	D
AB675	c22k62	Medium	D
AB676	c22k63	Medium	D
AB678	c22k64	Medium	D
AB680	c22k65	Medium	D
AB681	c22k66	Medium	D
AB682	c22k67	Medium	D
AB683	c22k68	Medium	D
AB684	c22k69	Medium	D
AB685	c22k70	Medium	D
AB686	c22k71	Medium	D
AB687	c22k72	Medium	D
AB688	c22k73	Medium	D
AB689	c22k74	Medium	D
AB690	c22k75	Medium	D
AB691	c22k76	Medium	D
AB692	c22k77	Medium	D
AB693	c22k78	Medium	D
AB694	c22k79	Medium	D
AB695	c22k80	Medium	D
AB696	c22k81	Medium	D
AB697	c22k82	Medium	D
AB698	c22k83	Medium	D
AB699	c22k84	Medium	D
AB700	c22k85	Medium	D
AB701	c22k86	Medium	D
AB702	c22k87	Medium	D
AB704	c22k88	Medium	D
AB705	c22k89	Medium	D
AB706	c22k90	Medium	D
AB707	c22k91	Medium	D
AB708	c22k92	Medium	D
AB709	c22k93	Medium	D
AB710	c22k94	Medium	D
AB711	c22k95	Medium	D
AB712	c22k96	Medium	D
AB713	c22k97	Medium	D
AB714	c22k98	Medium	D
AB715	c22k99	Medium	D
AB716	c23k1	Medium	D
AB717	c23k2	Medium	D
AB718	c23k3	Medium	D
AB719	c23k4	Medium	D
AB720	c23k5	Medium	D
AB721	c23k6	Medium	D
AB722	c23k7	Medium	D
AB723	c23k8	Medium	D
AB724	c23k9	Medium	D
AB726	c23k10	Medium	D
AB728	c23k11	Medium	D
AB731	c23k12	Medium	D
AB732	c23k13	Medium	D
AB733	c23k14	Medium	D
AB734	c23k15	Medium	D
AB735	c23k16	Medium	D
AB736	c23k17	Medium	D
AB737	c23k18	Medium	D
AB738	c23k19	Medium	D
AB739	c23k20	Medium	D
AB740	c23k21	Medium	D
AB743	c23k22	Medium	D
AB750	c23k23	Medium	D
AB751	c23k24	Medium	D
AB752	c23k25	Medium	D
AB755	c23k26	Medium	D
AB756	c23k27	Medium	D
AB757	c23k28	Medium	D
AB758	c23k29	Medium	D
AB759	c23k30	Medium	D
AB760	c23k31	Medium	D
AB761	c23k32	Medium	D
AB762	c23k33	Medium	D
AB763	c23k34	Medium	D
AB764	c23k35	Medium	D
AB765	c23k36	Medium	D
AB769	c23k37	Medium	D
AB770	c23k38	Medium	D
AB771	c23k39	Medium	D
AB772	c23k40	Medium	D
AB773	c23k41	Medium	D
AB774	c23k42	Medium	D
AB775	c23k43	Medium	D
AB776	c23k44	Medium	D
AB777	c23k45	Medium	D
AB778	c23k46	Medium	D
AB779	c23k47	Medium	D
AB780	c23k48	Medium	D
AB781	c23k49	Medium	D
AB782	c23k50	Medium	D
AB783	c23k51	Medium	D
AB784	c23k52	Medium	D
AB785	c23k53	Medium	D
AB786	c23k54	Medium	D
AB787	c23k55	Medium	D
AB788	c23k56	Medium	D
AB789	c23k57	Medium	D
AB790	c23k58	Medium	D
AB791	c23k59	Medium	D
AB792	c23k60	Medium	D
AB793	c23k61	Medium	D
AB794	c23k62	Medium	D
AB795	c23k63	Medium	D
AB796	c23k64	Medium	D
AB797	c23k65	Medium	D
AB798	c23k66	Medium	D
AB802	c23k67	Medium	D
AB803	c23k68	Medium	D
AB804	c23k69	Medium	D
AB805	c23k70	Medium	D
AB806	c23k71	Medium	D
AB807	c23k72	Medium	D
AB808	c23k73	Medium	D
AB809	c23k74	Medium	D
AB810	c23k75	Medium	D
AB812	c23k76	Medium	D
AB813	c23k77	Medium	D
AB814	c23k78	Medium	D
AB815	c23k79	Medium	D
AB816	c23k80	Medium	D
AB817	c23k81	Medium	D
AB818	c23k82	Medium	D
AB819	c23k83	Medium	D
AB820	c23k84	Medium	D
AB821	c23k85	Medium	D
AB822	c23k86	Medium	D
AB823	c23k87	Medium	D
AB824	c23k88	Medium	D
AB825	c23k89	Medium	D
AB826	c23k90	Medium	D
AB828	c23k91	Medium	D
AB829	c23k92	Medium	D
AB830	c23k93	Medium	D
AB831	c23k94	Medium	D
AB832	c23k95	Medium	D
AB834	c23k96	Medium	D
AB835	c23k97	Medium	E
AB836	c23k98	Medium	E
AB837	c23k99	Medium	E
AB838	c24k1	Medium	E
AB839	c24k2	Medium	E
AB840	c24k3	Medium	E
AB841	c24k4	Medium	E
AB842	c24k5	Medium	E
AB843	c24k6	Medium	E
AB844	c24k7	Medium	E
AB845	c24k8	Medium	E
AB846	c24k9	Medium	E
AB847	c24k10	Medium	E
AB848	c24k11	Medium	E
AB849	c24k12	Medium	E
AB850	c24k13	Medium	E
AB851	c24k14	Medium	E
AB853	c24k15	Medium	E
AB854	c24k16	Medium	E
AB855	c24k17	Medium	E
AB856	c24k18	Medium	E
AB857	c24k19	Medium	E
AB858	c24k20	Medium	E
AB859	c24k21	Medium	E
AB860	c24k22	Medium	E
AB861	c24k23	Medium	E
AB865	c24k24	Medium	E
AB866	c24k25	Medium	E
AB867	c24k26	Medium	E
AB868	c24k27	Medium	E
AB869	c24k28	Medium	E
AB870	c24k29	Medium	E
AB871	c24k30	Medium	E
AB872	c24k31	Medium	E
AB873	c24k32	Medium	E
AB874	c24k33	Medium	E
AB875	c24k34	Medium	E
AB876	c24k35	Medium	E
AB877	c24k36	Medium	E
AB879	c24k37	Medium	E
AB880	c24k38	Medium	E
AB882	c24k39	Medium	E
AB883	c24k40	Medium	E
AB884	c24k41	Medium	E
AB885	c24k42	Medium	E
AB886	c24k43	Medium	E
AB887	c24k44	Medium	E
AB888	c24k45	Medium	E
AB889	c24k46	Medium	E
AB890	c24k47	Medium	E
AB894	c24k48	Medium	E
AB895	c24k49	Medium	E
AB896	c24k50	Medium	E
AB897	c24k51	Medium	E
AB898	c24k52	Medium	E
AB899	c24k53	Medium	E
AB900	c24k54	Medium	E
AB901	c24k55	Medium	E
AB902	c24k56	Medium	E
AB903	c24k57	Medium	E
AB907	c24k58	Medium	E
AB909	c24k59	Medium	E
AB910	c24k60	Medium	E
AB911	c24k61	Medium	E
AB913	c24k62	Medium	E
AB914	c24k63	Medium	E
AB915	c24k64	Medium	E
AB917	c24k65	Medium	E
AB918	c24k66	Medium	E
AB919	c24k67	Medium	E
AB920	c24k68	Medium	E
AB921	c24k69	Medium	E
AB922	c24k70	Medium	E
AB923	c24k71	Medium	E
AB924	c24k72	Medium	E
AB925	c24k73	Medium	E
AB926	c24k74	Medium	E
AB927	c24k75	Medium	E
AB928	c24k76	Medium	E
AB929	c24k77	Medium	E
AB930	c24k78	Medium	E
AB931	c24k79	Medium	E
AB933	c24k80	Medium	E
AB934	c24k81	Medium	E
AB935	c24k82	Medium	E
AB936	c24k83	Medium	E
AB937	c24k84	Medium	E
AB938	c24k85	Medium	E
AB939	c24k86	Medium	E
AB940	c24k87	Medium	E
AB941	c24k88	Medium	E
AB942	c24k89	Medium	E
AB943	c24k90	Medium	E
AB944	c24k91	Medium	E
AB945	c24k92	Medium	E
AB946	c24k93	Medium	E
AB947	c24k94	Medium	E
AB948	c24k95	Medium	E
AB949	c24k96	Medium	E
AB950	c24k97	Medium	E
AB951	c24k98	Medium	E
AB952	c24k99	Medium	E
AB954	c25k1	Medium	E
AB955	c25k2	Medium	E
AB959	c25k3	Medium	E
AB960	c25k4	Medium	E
AB961	c25k5	Medium	E
AB963	c25k6	Medium	E
AB964	c25k7	Medium	E
AB965	c25k8	Medium	E
AB966	c25k9	Medium	E
AB967	c25k10	Medium	E
AB968	c25k11	Medium	E
AB969	c25k12	Medium	E
AB970	c25k13	Medium	E
AB971	c25k14	Medium	E
AB972	c25k15	Medium	E
AB973	c25k16	Medium	E
AB974	c25k17	Medium	E
AB975	c25k18	Medium	E
AB976	c25k19	Medium	E
AB977	c25k20	Medium	E
AB978	c25k21	Medium	E
AB979	c25k22	Medium	E
AB980	c25k23	Medium	E
AB981	c25k24	Medium	E
AB982	c25k25	Medium	E
AB989	c25k26	Medium	E
AB990	c25k27	Medium	E
AB991	c25k28	Medium	E
AB992	c25k29	Medium	E
AB993	c25k30	Medium	E
AB994	c25k31	Medium	E
AB995	c25k32	Medium	E
AB996	c25k33	Medium	E
AB997	c25k34	Medium	E
AB998	c25k35	Medium	E
AB999	c25k36	Medium	E
AB097	c25k37	Big	A
AB098	c25k38	Big	A
AB1008	c25k39	Big	A
AB1026	c25k40	Big	A
AB1028	c25k41	Big	A
AB1029	c25k42	Big	A
AB1038	c25k43	Big	A
AB1039	c25k44	Big	A
AB1040	c25k45	Big	A
AB1041	c25k46	Big	A
AB1042	c25k47	Big	A
AB1072	c25k48	Big	A
AB1084	c25k49	Big	A
AB1093	c25k50	Big	A
AB1094	c25k51	Big	A
AB1096	c25k52	Big	A
AB1108	c25k53	Big	A
AB1116	c25k54	Big	A
AB1117	c25k55	Big	A
AB1123	c25k56	Big	A
AB1124	c25k57	Big	A
AB1125	c25k58	Big	A
AB1126	c25k59	Big	A
AB1130	c25k60	Big	A
AB1132	c25k61	Big	A
AB1148	c25k62	Big	A
AB1153	c25k63	Big	A
AB1172	c25k64	Big	A
AB118	c25k65	Big	A
AB1187	c25k66	Big	A
AB1199	c25k67	Big	B
AB1206	c25k68	Big	B
AB1209	c25k69	Big	B
AB1211	c25k70	Big	B
AB1212	c25k71	Big	B
AB1217	c25k72	Big	B
AB1220	c25k73	Big	B
AB1231	c25k74	Big	B
AB1232	c25k75	Big	B
AB1251	c25k76	Big	B
AB1283	c25k77	Big	B
AB1308	c25k78	Big	B
AB1317	c25k79	Big	B
AB590	c25k80	Big	C
AB636	c25k81	Big	D
AB637	c25k82	Big	D
AB670	c25k83	Big	D
AB725	c25k84	Big	D
AB727	c25k85	Big	D
AB741	c25k86	Big	D
AB742	c25k87	Big	D
AB744	c25k88	Big	D
AB745	c25k89	Big	D
AB746	c25k90	Big	D
AB747	c25k91	Big	D
AB748	c25k92	Big	D
AB749	c25k93	Big	D
AB766	c25k94	Big	D
AB767	c25k95	Big	D
AB799	c25k96	Big	D
AB862	c25k97	Big	E
AB863	c25k98	Big	E
AB864	c25k99	Big	E
AB878	c26k1	Big	E
AB891	c26k2	Big	E
AB892	c26k3	Big	E
AB893	c26k4	Big	E
AB904	c26k5	Big	E
AB905	c26k6	Big	E
AB906	c26k7	Big	E
AB908	c26k8	Big	E
AB912	c26k9	Big	E
AB916	c26k10	Big	E
AB932	c26k11	Big	E
AB953	c26k12	Big	E
AB956	c26k13	Big	E
AB957	c26k14	Big	E
AB983	c26k15	Big	E
AB984	c26k16	Big	E
AB985	c26k17	Big	E
AB986	c26k18	Big	E
AB987	c26k19	Big	E
AB988	c26k20	Big	E
